id,name,value,category,timestamp
5908,Item Alpha,1644.02,B,2025-01-21T19:17:09Z
5909,Item Theta,1931.12,A,2025-01-19T15:33:46Z
5910,Item Epsilon,401.22,C,2025-01-29T19:29:41Z
5911,Item Delta,1705.33,B,2025-01-30T18:31:10Z
5912,Item Theta,3406.06,B,2025-01-11T06:46:56Z
5913,Item Beta,4639.59,B,2025-01-01T22:35:41Z
5914,Item Gamma,2457.47,B,2025-01-16T21:42:39Z
5915,Item Epsilon,3177.74,B,2025-01-23T21:51:53Z
5916,Item Theta,4335.1,C,2025-01-05T22:42:36Z
5917,Item Gamma,1771.56,B,2025-01-13T09:43:34Z
5918,Item Beta,4775.53,B,2025-01-06T15:56:21Z
5919,Item Delta,4093.08,B,2025-01-10T01:28:23Z
5920,Item Delta,2301.5,C,2025-01-30T04:46:32Z
5921,Item Eta,4352.71,C,2025-01-22T03:13:14Z
5922,Item Theta,814.05,C,2025-01-13T15:18:49Z
5923,Item Epsilon,374.65,A,2025-01-25T05:12:24Z
5924,Item Delta,1281.68,A,2025-01-03T11:26:22Z
5925,Item Gamma,766.42,B,2025-01-12T17:54:57Z
5926,Item Gamma,2217.08,C,2025-01-22T00:37:38Z
5927,Item Delta,2623.83,B,2025-01-21T17:47:59Z
5928,Item Delta,4728.66,B,2025-01-25T03:57:21Z
5929,Item Zeta,3428.88,A,2025-01-11T06:18:27Z
5930,Item Eta,230.65,B,2025-01-11T21:01:40Z
5931,Item Epsilon,1991.22,A,2025-01-05T10:38:28Z
5932,Item Delta,2805.15,C,2025-01-10T02:21:17Z
5933,Item Epsilon,306.66,B,2025-01-09T22:56:13Z
5934,Item Epsilon,3252.43,B,2025-01-15T19:23:38Z
5935,Item Beta,706.94,A,2025-01-29T19:10:51Z
5936,Item Eta,340.14,B,2025-01-21T19:03:18Z
5937,Item Alpha,2823.26,B,2025-01-04T09:58:22Z
5938,Item Epsilon,1778.86,B,2025-01-04T06:52:14Z
5939,Item Eta,3379.63,A,2025-01-27T21:41:27Z
5940,Item Zeta,2292.69,C,2025-01-22T16:16:36Z
5941,Item Zeta,1674.16,C,2025-01-02T22:00:14Z
5942,Item Theta,1890.73,C,2025-01-09T16:42:18Z
5943,Item Alpha,1447.04,C,2025-01-05T21:23:23Z
5944,Item Delta,3549.52,B,2025-01-04T09:16:38Z
5945,Item Beta,3972.29,A,2025-01-24T19:50:31Z
5946,Item Theta,1743.03,C,2025-01-30T08:15:13Z
5947,Item Eta,167.34,A,2025-01-09T01:52:54Z
5948,Item Gamma,4206.17,A,2025-01-17T12:15:07Z
5949,Item Eta,4086.5,A,2025-01-12T01:19:27Z
5950,Item Delta,4963.99,B,2025-01-12T04:28:56Z
5951,Item Delta,4788.98,B,2025-01-04T01:49:05Z
5952,Item Gamma,2490.2,A,2025-01-27T08:25:19Z
5953,Item Zeta,3580.42,A,2025-01-30T22:08:33Z
5954,Item Theta,254.32,A,2025-01-20T14:25:12Z
5955,Item Gamma,1479.84,C,2025-01-29T12:43:58Z
5956,Item Alpha,1785.81,C,2025-01-29T10:54:03Z
5957,Item Epsilon,4596.4,A,2025-01-28T17:33:29Z
5958,Item Gamma,1621.66,B,2025-01-10T05:22:00Z
5959,Item Alpha,3851.24,B,2025-01-29T13:48:33Z
5960,Item Beta,4135.11,A,2025-01-05T16:55:23Z
5961,Item Gamma,1369.85,C,2025-01-27T08:16:09Z
5962,Item Delta,744.8,B,2025-01-29T21:17:06Z
5963,Item Zeta,3181.93,A,2025-01-08T13:27:47Z
5964,Item Alpha,3936.43,A,2025-01-20T19:15:48Z
5965,Item Eta,3079.99,C,2025-01-28T13:15:21Z
5966,Item Epsilon,2136.99,B,2025-01-07T09:06:24Z
5967,Item Epsilon,578.61,C,2025-01-05T10:00:58Z
5968,Item Eta,195.86,B,2025-01-07T18:08:46Z
5969,Item Alpha,4387.01,A,2025-01-20T20:56:36Z
5970,Item Gamma,1458.14,C,2025-01-10T09:44:45Z
5971,Item Theta,2308.58,C,2025-01-13T17:04:51Z
5972,Item Beta,1843.15,A,2025-01-12T02:45:15Z
5973,Item Beta,4739.03,A,2025-01-18T03:19:21Z
5974,Item Epsilon,493.19,C,2025-01-26T03:11:16Z
5975,Item Beta,1398.78,B,2025-01-26T19:19:37Z
5976,Item Delta,2576.63,B,2025-01-24T01:16:34Z
5977,Item Delta,4857.78,A,2025-01-23T01:16:37Z
5978,Item Epsilon,3481.34,C,2025-01-03T13:41:35Z
5979,Item Zeta,3611.45,C,2025-01-15T20:24:27Z
5980,Item Alpha,3233.73,C,2025-01-22T13:25:26Z
5981,Item Delta,3279.79,C,2025-01-17T00:24:55Z
5982,Item Eta,455.44,B,2025-01-04T05:32:41Z
5983,Item Zeta,1665.34,C,2025-01-12T18:09:22Z
5984,Item Theta,3465.44,C,2025-01-14T02:46:26Z
5985,Item Alpha,3560.15,A,2025-01-18T10:14:28Z
5986,Item Epsilon,4697.25,B,2025-01-17T03:22:11Z
5987,Item Epsilon,1236.68,C,2025-01-18T21:09:26Z
5988,Item Gamma,429.2,B,2025-01-22T17:14:20Z
5989,Item Zeta,537.31,B,2025-01-22T14:08:01Z
5990,Item Zeta,3209.83,A,2025-01-29T06:35:36Z
5991,Item Alpha,2800.31,A,2025-01-04T12:44:16Z
5992,Item Epsilon,1894.04,A,2025-01-28T15:46:20Z
5993,Item Beta,3941.84,C,2025-01-27T10:36:59Z
5994,Item Theta,4328.13,A,2025-01-11T17:53:35Z
5995,Item Gamma,3286.31,A,2025-01-26T23:12:42Z
5996,Item Theta,4368.24,B,2025-01-20T06:17:23Z
5997,Item Delta,718.87,C,2025-01-21T07:44:35Z
5998,Item Alpha,1764.88,A,2025-01-06T19:20:38Z
5999,Item Eta,4983.79,A,2025-01-11T13:01:27Z
6000,Item Zeta,3741.64,A,2025-01-22T09:46:57Z
6001,Item Beta,2515.6,A,2025-01-19T23:08:28Z
6002,Item Beta,2541.88,C,2025-01-25T00:37:05Z
6003,Item Gamma,1456.07,B,2025-01-03T07:30:51Z
6004,Item Gamma,1860.07,A,2025-01-26T17:47:54Z
6005,Item Epsilon,2221.5,C,2025-01-08T15:07:51Z
6006,Item Beta,187.83,B,2025-01-01T19:23:02Z
6007,Item Epsilon,2174.07,A,2025-01-07T15:54:53Z
6008,Item Epsilon,4820.22,C,2025-01-13T12:29:30Z
6009,Item Beta,1059.66,C,2025-01-17T04:36:09Z
6010,Item Eta,2491.93,A,2025-01-21T07:05:35Z
6011,Item Epsilon,1826.8,C,2025-01-29T06:32:30Z
6012,Item Gamma,422.64,C,2025-01-09T06:32:53Z
6013,Item Beta,1582.06,C,2025-01-10T19:16:46Z
6014,Item Epsilon,458.51,C,2025-01-29T16:57:20Z
6015,Item Zeta,2652.22,B,2025-01-28T14:00:28Z
6016,Item Alpha,1274.89,A,2025-01-23T01:25:41Z
6017,Item Epsilon,3179.75,B,2025-01-06T23:13:34Z
6018,Item Zeta,2991.18,A,2025-01-15T07:46:56Z
6019,Item Zeta,2182.63,C,2025-01-05T22:48:12Z
6020,Item Eta,1480.77,C,2025-01-30T23:48:53Z
6021,Item Delta,3398.82,B,2025-01-12T13:42:44Z
6022,Item Alpha,2544.44,C,2025-01-20T22:01:26Z
6023,Item Theta,4888.74,C,2025-01-13T20:08:35Z
6024,Item Zeta,2833.86,A,2025-01-04T04:58:17Z
6025,Item Gamma,2973.87,B,2025-01-13T10:31:11Z
6026,Item Beta,555.42,A,2025-01-13T22:56:01Z
6027,Item Delta,4695.79,C,2025-01-07T11:40:48Z
6028,Item Zeta,3824.29,C,2025-01-17T03:34:04Z
6029,Item Epsilon,4846.17,B,2025-01-07T18:33:42Z
6030,Item Alpha,3993.2,A,2025-01-09T06:11:32Z
6031,Item Epsilon,3847.47,A,2025-01-12T13:41:51Z
6032,Item Alpha,1729.48,A,2025-01-04T00:35:21Z
6033,Item Delta,2104.12,A,2025-01-17T06:33:34Z
6034,Item Eta,3887.89,A,2025-01-14T04:07:33Z
6035,Item Gamma,1476.48,B,2025-01-30T11:14:01Z
6036,Item Zeta,964.12,C,2025-01-13T01:38:27Z
6037,Item Beta,1176.98,A,2025-01-14T11:14:08Z
6038,Item Beta,983.82,B,2025-01-18T15:07:49Z
6039,Item Theta,1546.39,B,2025-01-02T14:13:45Z
6040,Item Alpha,4631.28,C,2025-01-12T11:10:10Z
6041,Item Zeta,1327.85,C,2025-01-03T14:20:26Z
6042,Item Alpha,1724.45,C,2025-01-16T16:36:19Z
6043,Item Delta,4203.16,B,2025-01-10T19:05:03Z
6044,Item Theta,1487.55,B,2025-01-21T15:37:42Z
6045,Item Eta,1063.5,A,2025-01-03T12:38:52Z
6046,Item Theta,4435.22,A,2025-01-23T02:23:48Z
6047,Item Alpha,3183.1,A,2025-01-05T17:49:50Z
6048,Item Eta,2711.83,C,2025-01-11T20:34:25Z
6049,Item Epsilon,986.76,C,2025-01-02T19:18:30Z
6050,Item Epsilon,3377.59,C,2025-01-16T04:13:10Z
6051,Item Theta,4533.01,C,2025-01-19T04:14:46Z
6052,Item Delta,1237.46,C,2025-01-24T23:29:26Z
6053,Item Gamma,3776.32,A,2025-01-21T08:26:21Z
6054,Item Gamma,3186.74,C,2025-01-14T06:47:18Z
6055,Item Epsilon,4412.95,B,2025-01-28T00:58:17Z
6056,Item Theta,2667.93,A,2025-01-13T20:01:32Z
6057,Item Delta,1947.15,A,2025-01-28T04:35:18Z
6058,Item Gamma,2288.98,A,2025-01-25T20:25:25Z
6059,Item Gamma,2863.35,A,2025-01-05T04:01:11Z
6060,Item Delta,236.65,A,2025-01-13T10:59:50Z
6061,Item Delta,126.76,A,2025-01-20T00:11:38Z
6062,Item Eta,4310.35,B,2025-01-16T06:56:11Z
6063,Item Theta,217.18,C,2025-01-09T11:58:16Z
6064,Item Alpha,4299.25,B,2025-01-17T03:26:11Z
6065,Item Gamma,1077.35,C,2025-01-29T14:19:29Z
6066,Item Alpha,2375.46,C,2025-01-06T02:31:06Z
6067,Item Eta,2733.37,A,2025-01-12T09:40:50Z
6068,Item Alpha,4165.02,A,2025-01-04T01:29:07Z
6069,Item Delta,1118.27,B,2025-01-13T01:27:44Z
6070,Item Theta,770.79,B,2025-01-18T15:33:22Z
6071,Item Zeta,2228.43,A,2025-01-27T11:37:42Z
6072,Item Beta,541.49,B,2025-01-22T12:41:37Z
6073,Item Delta,2660.42,B,2025-01-25T11:23:21Z
6074,Item Zeta,1843.23,A,2025-01-30T10:03:59Z
6075,Item Zeta,2449.73,B,2025-01-28T05:10:18Z
6076,Item Epsilon,2898.98,B,2025-01-12T15:52:59Z
6077,Item Delta,4346.98,A,2025-01-09T13:44:28Z
6078,Item Theta,1704.49,A,2025-01-17T05:09:54Z
6079,Item Zeta,1860.48,C,2025-01-02T12:50:44Z
6080,Item Eta,2081.06,B,2025-01-05T22:48:10Z
6081,Item Beta,1865.79,C,2025-01-29T07:13:54Z
6082,Item Gamma,4911.31,C,2025-01-27T10:02:59Z
6083,Item Zeta,367.39,B,2025-01-23T10:14:24Z
6084,Item Epsilon,2091.69,B,2025-01-27T05:46:35Z
6085,Item Gamma,3862.33,A,2025-01-03T07:12:39Z
6086,Item Beta,4171.22,C,2025-01-05T10:49:11Z
6087,Item Theta,1067.41,B,2025-01-29T07:55:49Z
6088,Item Epsilon,3808.21,A,2025-01-30T16:04:39Z
6089,Item Epsilon,1961.34,C,2025-01-04T10:49:54Z
6090,Item Epsilon,2073.05,C,2025-01-11T12:58:04Z
6091,Item Gamma,2768.41,C,2025-01-12T08:02:42Z
6092,Item Delta,1111.18,C,2025-01-14T04:44:13Z
6093,Item Delta,3979.5,C,2025-01-08T19:20:38Z
6094,Item Beta,2681.49,C,2025-01-27T17:19:29Z
6095,Item Delta,238.32,C,2025-01-22T20:22:21Z
6096,Item Eta,3003.21,A,2025-01-02T09:38:28Z
6097,Item Beta,1915.64,B,2025-01-21T12:06:39Z
6098,Item Beta,4587.9,A,2025-01-09T03:35:02Z
6099,Item Epsilon,554.9,A,2025-01-21T17:36:30Z
6100,Item Zeta,3176.83,A,2025-01-27T03:39:47Z
6101,Item Alpha,3306.12,C,2025-01-30T16:13:29Z
6102,Item Beta,3031.22,B,2025-01-03T02:00:03Z
6103,Item Theta,2684.55,C,2025-01-15T22:51:49Z
6104,Item Epsilon,964.63,A,2025-01-20T10:21:00Z
6105,Item Zeta,3134.04,B,2025-01-16T23:07:23Z
6106,Item Gamma,242.73,A,2025-01-08T23:02:25Z
6107,Item Theta,2635.47,A,2025-01-02T19:18:14Z
6108,Item Zeta,4815.04,B,2025-01-26T06:26:11Z
6109,Item Gamma,1678.71,C,2025-01-21T18:33:55Z
6110,Item Beta,4796.43,A,2025-01-28T20:49:56Z
6111,Item Zeta,3632.11,B,2025-01-12T14:34:17Z
6112,Item Beta,3816.68,C,2025-01-18T17:48:19Z
6113,Item Zeta,4156.45,A,2025-01-15T07:25:37Z
6114,Item Delta,4026.9,A,2025-01-15T07:28:45Z
6115,Item Zeta,4424.43,C,2025-01-22T12:03:59Z
6116,Item Eta,2354.86,B,2025-01-24T22:12:37Z
6117,Item Eta,3907.58,C,2025-01-29T09:29:59Z
6118,Item Gamma,4868.09,A,2025-01-04T18:32:48Z
6119,Item Epsilon,4520.21,A,2025-01-07T05:18:51Z
6120,Item Theta,3703.4,C,2025-01-17T13:55:47Z
6121,Item Alpha,1244.52,B,2025-01-28T23:37:46Z
6122,Item Epsilon,2683.96,B,2025-01-10T07:46:26Z
6123,Item Beta,142.64,A,2025-01-25T14:03:39Z
6124,Item Beta,1018.71,C,2025-01-07T00:33:37Z
6125,Item Delta,587.03,A,2025-01-28T19:31:16Z
6126,Item Gamma,3941.16,B,2025-01-22T12:08:39Z
6127,Item Delta,4925.53,C,2025-01-06T13:21:23Z
6128,Item Delta,1213.9,A,2025-01-01T00:27:47Z
6129,Item Eta,3170.5,B,2025-01-26T14:48:41Z
6130,Item Zeta,433.67,C,2025-01-14T05:39:52Z
6131,Item Theta,3270.54,A,2025-01-24T11:40:29Z
6132,Item Theta,4502.95,C,2025-01-27T02:47:28Z
6133,Item Beta,3955.76,A,2025-01-11T17:23:27Z
6134,Item Theta,4484.32,A,2025-01-05T22:12:34Z
6135,Item Eta,1017.18,C,2025-01-17T09:04:49Z
6136,Item Alpha,886.88,A,2025-01-03T06:52:16Z
6137,Item Beta,1066.43,B,2025-01-30T04:33:45Z
6138,Item Gamma,2724.22,C,2025-01-07T03:49:46Z
6139,Item Gamma,4815.0,C,2025-01-26T01:50:51Z
6140,Item Delta,4863.81,B,2025-01-25T07:36:07Z
6141,Item Gamma,2267.15,C,2025-01-11T17:45:25Z
6142,Item Epsilon,282.51,A,2025-01-20T21:11:37Z
6143,Item Zeta,4761.44,B,2025-01-08T15:29:02Z
6144,Item Alpha,3162.67,C,2025-01-09T06:20:26Z
6145,Item Theta,4456.57,C,2025-01-29T10:57:17Z
6146,Item Epsilon,1940.55,A,2025-01-04T19:27:59Z
6147,Item Zeta,4411.67,C,2025-01-29T20:14:24Z
6148,Item Theta,975.93,C,2025-01-16T17:20:40Z
6149,Item Epsilon,3817.34,C,2025-01-22T19:35:37Z
6150,Item Eta,887.8,B,2025-01-08T03:26:04Z
6151,Item Zeta,2666.92,A,2025-01-04T22:03:47Z
6152,Item Delta,4980.19,A,2025-01-04T04:04:55Z
6153,Item Beta,840.21,C,2025-01-12T21:29:16Z
6154,Item Theta,2530.55,B,2025-01-11T10:58:21Z
6155,Item Delta,606.09,B,2025-01-02T12:07:00Z
6156,Item Theta,4084.85,C,2025-01-21T13:27:55Z
6157,Item Delta,3750.43,B,2025-01-29T01:41:28Z
6158,Item Theta,393.51,B,2025-01-07T08:01:15Z
6159,Item Zeta,1722.95,C,2025-01-27T10:57:26Z
6160,Item Gamma,3990.59,B,2025-01-15T01:16:29Z
6161,Item Delta,4608.91,C,2025-01-17T11:22:35Z
6162,Item Gamma,2195.88,A,2025-01-27T07:14:02Z
6163,Item Beta,3639.49,C,2025-01-04T13:31:54Z
6164,Item Theta,760.33,B,2025-01-25T14:31:38Z
6165,Item Epsilon,2284.84,A,2025-01-14T05:13:32Z
6166,Item Alpha,4007.45,C,2025-01-13T04:41:22Z
6167,Item Epsilon,2421.02,B,2025-01-13T21:36:37Z
6168,Item Beta,2779.87,B,2025-01-25T07:29:01Z
6169,Item Eta,4514.95,B,2025-01-19T19:36:29Z
6170,Item Alpha,3090.28,A,2025-01-15T23:47:07Z
6171,Item Gamma,4685.76,A,2025-01-23T12:43:39Z
6172,Item Theta,3437.42,C,2025-01-20T13:40:34Z
6173,Item Delta,1791.93,B,2025-01-10T12:47:22Z
6174,Item Beta,3263.45,A,2025-01-01T17:33:23Z
6175,Item Zeta,3468.1,C,2025-01-06T17:59:57Z
6176,Item Eta,1643.21,A,2025-01-27T01:56:26Z
6177,Item Eta,2336.42,B,2025-01-17T19:34:48Z
6178,Item Theta,4478.32,C,2025-01-27T02:44:10Z
6179,Item Delta,4576.55,C,2025-01-07T06:24:03Z
6180,Item Eta,4301.66,A,2025-01-12T18:31:08Z
6181,Item Zeta,4651.13,A,2025-01-03T17:19:11Z
6182,Item Eta,3249.16,C,2025-01-22T22:31:07Z
6183,Item Alpha,1756.34,C,2025-01-23T13:55:35Z
6184,Item Delta,561.67,A,2025-01-18T17:56:51Z
6185,Item Eta,1447.32,A,2025-01-26T20:53:48Z
6186,Item Epsilon,4876.51,C,2025-01-27T23:09:42Z
6187,Item Zeta,4016.26,C,2025-01-27T15:46:13Z
6188,Item Alpha,1959.5,C,2025-01-08T01:13:06Z
6189,Item Beta,2330.53,C,2025-01-11T12:32:46Z
6190,Item Beta,828.64,B,2025-01-28T16:04:12Z
6191,Item Beta,2733.67,B,2025-01-13T18:58:13Z
6192,Item Epsilon,357.24,A,2025-01-25T11:27:35Z
6193,Item Delta,3511.37,B,2025-01-25T23:51:43Z
6194,Item Zeta,1998.36,C,2025-01-30T04:46:00Z
6195,Item Delta,653.06,C,2025-01-01T22:34:24Z
6196,Item Delta,2946.44,B,2025-01-26T03:54:02Z
6197,Item Beta,3973.79,B,2025-01-22T15:56:20Z
6198,Item Gamma,4554.33,C,2025-01-19T12:06:29Z
6199,Item Theta,4114.19,C,2025-01-17T05:57:23Z
6200,Item Alpha,4136.96,A,2025-01-02T19:55:54Z
6201,Item Theta,1541.0,C,2025-01-04T11:12:52Z
6202,Item Eta,4322.8,A,2025-01-15T16:51:33Z
6203,Item Beta,1013.01,C,2025-01-01T18:05:17Z
6204,Item Gamma,3278.13,C,2025-01-22T08:09:00Z
6205,Item Gamma,3125.77,A,2025-01-05T23:10:27Z
6206,Item Delta,1685.87,B,2025-01-08T15:00:57Z
6207,Item Epsilon,1516.24,A,2025-01-04T22:41:10Z
6208,Item Delta,4984.08,A,2025-01-02T08:23:18Z
6209,Item Beta,2961.93,A,2025-01-24T04:07:44Z
6210,Item Delta,4287.93,C,2025-01-12T00:14:51Z
6211,Item Eta,2301.37,B,2025-01-18T08:34:48Z
6212,Item Alpha,4531.45,C,2025-01-23T12:47:59Z
6213,Item Eta,3470.96,C,2025-01-17T22:40:38Z
6214,Item Theta,1818.56,B,2025-01-30T04:04:02Z
6215,Item Theta,4335.72,C,2025-01-20T17:46:31Z
6216,Item Alpha,2307.52,A,2025-01-06T09:58:03Z
6217,Item Alpha,2386.63,C,2025-01-05T13:21:17Z
6218,Item Alpha,1600.59,B,2025-01-24T02:55:08Z
6219,Item Theta,4480.3,B,2025-01-22T07:14:03Z
6220,Item Theta,4734.09,C,2025-01-21T19:09:43Z
6221,Item Gamma,3776.5,C,2025-01-16T13:24:32Z
6222,Item Alpha,2204.54,A,2025-01-14T08:25:52Z
6223,Item Eta,491.06,A,2025-01-30T04:37:44Z
6224,Item Gamma,3121.17,A,2025-01-06T05:35:57Z
6225,Item Beta,1663.76,B,2025-01-17T05:29:28Z
6226,Item Epsilon,3757.16,C,2025-01-10T07:56:22Z
6227,Item Beta,4705.65,C,2025-01-23T09:09:46Z
6228,Item Beta,511.46,C,2025-01-03T20:22:03Z
6229,Item Delta,2046.45,B,2025-01-01T09:37:14Z
6230,Item Gamma,4155.64,A,2025-01-05T05:01:04Z
6231,Item Beta,4486.11,B,2025-01-30T07:51:41Z
6232,Item Beta,2401.34,C,2025-01-19T07:49:44Z
6233,Item Gamma,2788.99,C,2025-01-12T09:54:41Z
6234,Item Eta,773.71,A,2025-01-26T18:04:07Z
6235,Item Zeta,3654.77,A,2025-01-10T04:46:51Z
6236,Item Theta,4787.9,A,2025-01-05T21:56:58Z
6237,Item Epsilon,182.9,C,2025-01-04T06:53:29Z
6238,Item Delta,774.64,B,2025-01-11T05:43:28Z
6239,Item Theta,394.14,B,2025-01-03T11:50:26Z
6240,Item Delta,2756.11,A,2025-01-07T10:09:10Z
6241,Item Zeta,2150.64,B,2025-01-22T19:32:42Z
6242,Item Theta,2294.22,C,2025-01-28T04:52:52Z
6243,Item Eta,2617.28,A,2025-01-02T13:06:34Z
6244,Item Delta,781.04,C,2025-01-23T18:03:56Z
6245,Item Zeta,1889.47,A,2025-01-11T20:06:31Z
6246,Item Delta,4064.07,A,2025-01-19T08:23:09Z
6247,Item Zeta,4440.23,C,2025-01-25T01:24:27Z
6248,Item Theta,1972.63,C,2025-01-15T08:23:44Z
6249,Item Epsilon,2566.8,A,2025-01-17T23:02:50Z
6250,Item Delta,3248.61,B,2025-01-01T16:08:36Z
6251,Item Beta,852.7,B,2025-01-28T06:40:11Z
6252,Item Beta,2528.96,C,2025-01-11T04:25:24Z
6253,Item Eta,1531.83,C,2025-01-24T18:47:22Z
6254,Item Beta,153.73,B,2025-01-01T01:40:52Z
6255,Item Epsilon,971.31,C,2025-01-02T16:02:29Z
6256,Item Gamma,4134.1,A,2025-01-08T03:43:55Z
6257,Item Zeta,1839.92,B,2025-01-08T19:19:31Z
6258,Item Alpha,869.4,A,2025-01-16T05:53:28Z
6259,Item Theta,4861.99,C,2025-01-27T10:15:37Z
6260,Item Eta,3821.13,B,2025-01-10T20:35:28Z
6261,Item Eta,2677.11,B,2025-01-29T01:14:18Z
6262,Item Eta,2205.23,A,2025-01-11T06:48:27Z
6263,Item Eta,4582.86,C,2025-01-15T15:08:09Z
6264,Item Delta,1348.24,B,2025-01-29T06:48:20Z
6265,Item Zeta,2911.66,C,2025-01-21T10:34:20Z
6266,Item Epsilon,4719.14,C,2025-01-25T19:15:53Z
6267,Item Gamma,1493.08,B,2025-01-27T18:43:54Z
6268,Item Alpha,1544.67,C,2025-01-14T05:50:00Z
6269,Item Eta,3142.97,C,2025-01-19T23:42:49Z
6270,Item Beta,1526.12,C,2025-01-09T01:18:12Z
6271,Item Epsilon,159.04,B,2025-01-30T02:22:18Z
6272,Item Eta,4220.77,C,2025-01-15T21:58:57Z
6273,Item Beta,4836.1,A,2025-01-14T06:07:16Z
6274,Item Alpha,1436.97,A,2025-01-21T19:41:18Z
6275,Item Epsilon,4554.03,C,2025-01-08T21:53:11Z
6276,Item Theta,1593.32,B,2025-01-24T09:01:18Z
6277,Item Theta,906.73,B,2025-01-04T21:29:27Z
6278,Item Epsilon,3778.52,C,2025-01-07T18:33:57Z
6279,Item Theta,1387.65,B,2025-01-20T22:39:34Z
6280,Item Theta,360.95,B,2025-01-27T12:08:39Z
6281,Item Gamma,4374.28,C,2025-01-27T14:57:21Z
6282,Item Beta,2057.44,A,2025-01-24T08:53:37Z
6283,Item Gamma,4123.06,B,2025-01-23T14:04:38Z
6284,Item Epsilon,1830.37,A,2025-01-26T13:30:58Z
6285,Item Theta,1156.69,B,2025-01-23T13:28:17Z
6286,Item Delta,4295.04,B,2025-01-23T00:53:34Z
6287,Item Eta,2042.86,C,2025-01-20T22:37:56Z
6288,Item Epsilon,2306.68,C,2025-01-27T21:14:31Z
6289,Item Eta,1229.89,C,2025-01-04T04:02:36Z
6290,Item Delta,3242.44,C,2025-01-14T01:51:56Z
6291,Item Eta,1049.32,A,2025-01-28T22:57:04Z
6292,Item Zeta,4322.96,A,2025-01-11T16:37:56Z
6293,Item Alpha,3457.53,C,2025-01-15T09:14:11Z
6294,Item Epsilon,1365.81,C,2025-01-26T18:06:03Z
6295,Item Alpha,1495.28,C,2025-01-23T17:33:24Z
6296,Item Theta,3182.87,B,2025-01-19T23:33:03Z
6297,Item Alpha,4661.65,A,2025-01-20T16:55:24Z
6298,Item Delta,2385.35,B,2025-01-11T23:25:27Z
6299,Item Theta,551.19,C,2025-01-04T20:55:21Z
6300,Item Eta,1936.94,A,2025-01-23T12:02:17Z
6301,Item Gamma,3093.27,A,2025-01-26T09:31:07Z
6302,Item Alpha,1628.28,C,2025-01-10T13:39:00Z
6303,Item Epsilon,2117.13,C,2025-01-21T23:38:14Z
6304,Item Zeta,1781.0,B,2025-01-12T04:05:13Z
6305,Item Eta,492.64,A,2025-01-15T17:11:45Z
6306,Item Theta,2944.17,C,2025-01-10T11:04:34Z
6307,Item Theta,2956.01,A,2025-01-29T11:35:27Z
6308,Item Delta,2080.76,B,2025-01-24T13:22:00Z
6309,Item Theta,3514.55,B,2025-01-04T07:32:35Z
6310,Item Epsilon,4475.14,B,2025-01-07T15:04:39Z
6311,Item Theta,1858.03,A,2025-01-19T15:21:53Z
6312,Item Theta,1008.27,C,2025-01-11T05:36:29Z
6313,Item Gamma,855.27,B,2025-01-17T08:24:26Z
6314,Item Zeta,4128.28,C,2025-01-05T11:31:31Z
6315,Item Theta,983.31,C,2025-01-20T00:20:41Z
6316,Item Zeta,2556.15,C,2025-01-01T01:57:17Z
6317,Item Theta,360.48,B,2025-01-24T01:25:52Z
6318,Item Alpha,1506.2,C,2025-01-25T15:20:44Z
6319,Item Zeta,4342.58,A,2025-01-02T01:02:43Z
6320,Item Zeta,4891.35,A,2025-01-10T08:14:46Z
6321,Item Theta,695.93,B,2025-01-13T18:27:13Z
6322,Item Alpha,3194.85,A,2025-01-11T23:10:36Z
6323,Item Beta,2748.49,A,2025-01-25T06:10:42Z
6324,Item Beta,2618.57,A,2025-01-14T03:02:19Z
6325,Item Beta,2335.86,B,2025-01-04T06:14:16Z
6326,Item Delta,4151.19,A,2025-01-06T07:26:08Z
6327,Item Zeta,3412.92,C,2025-01-19T13:14:11Z
6328,Item Zeta,2563.39,A,2025-01-26T22:15:58Z
6329,Item Alpha,3922.82,C,2025-01-23T03:02:39Z
6330,Item Epsilon,4498.83,A,2025-01-29T05:35:47Z
6331,Item Theta,3197.33,B,2025-01-19T01:00:52Z
6332,Item Delta,2220.16,C,2025-01-19T14:47:21Z
6333,Item Eta,2039.48,C,2025-01-16T04:52:59Z
6334,Item Alpha,1126.92,C,2025-01-15T15:13:52Z
6335,Item Zeta,1010.23,A,2025-01-03T23:53:05Z
6336,Item Zeta,3796.28,B,2025-01-25T02:08:43Z
6337,Item Beta,4514.9,C,2025-01-17T01:19:39Z
6338,Item Zeta,144.64,C,2025-01-23T04:10:11Z
6339,Item Alpha,3921.6,C,2025-01-20T11:51:42Z
6340,Item Beta,3435.07,A,2025-01-17T01:44:30Z
6341,Item Eta,334.22,B,2025-01-27T06:40:04Z
6342,Item Zeta,3767.08,C,2025-01-12T19:45:51Z
6343,Item Eta,3088.68,B,2025-01-22T07:45:29Z
6344,Item Alpha,1329.35,B,2025-01-27T03:58:15Z
6345,Item Delta,3353.93,C,2025-01-16T13:33:45Z
6346,Item Delta,2624.41,C,2025-01-14T14:45:23Z
6347,Item Eta,262.08,A,2025-01-16T13:54:43Z
6348,Item Theta,4972.88,B,2025-01-17T04:02:14Z
6349,Item Delta,1540.07,B,2025-01-01T22:01:04Z
6350,Item Gamma,4650.65,A,2025-01-14T16:04:52Z
6351,Item Zeta,4415.09,C,2025-01-17T14:06:23Z
